12,32,8,4,0,968.3335493051045
0,0.0,0.0,True,0,1.0
0,-1.6204187224974005,0.0,True,1,1.0
0,1.9712865278518388,0.0,True,2,1.0
0,0.0,0.0,True,3,1.0
0,0.0,0.0,True,4,1.0
0,1.5633995411103294,0.0,True,5,1.0
0,-0.3215375869753405,0.0,True,6,1.0
0,0.0,0.0,True,7,1.0
2,0.0,1.0,True,8,1.0
2,0.5256945796026988,1.0,True,9,1.0
2,0.0,1.0,True,10,1.0
2,0.0,1.0,True,11,1.0
0,8,1.452353520357689,True,0
0,9,1.6430492969161448,True,1
0,10,-2.331257290836535,True,2
0,11,-2.8049780250101275,True,3
1,8,0.015835209707123488,True,4
1,9,2.2881139483852886,True,5
1,10,1.3640962229270706,True,6
1,11,2.4291634907819173,True,7
2,8,-1.1908465239347348,True,8
2,9,-1.3103104951522755,True,9
2,10,-2.3016372927015283,True,10
2,11,-2.1799173224504944,True,11
3,8,0.6230903514857731,True,12
3,9,2.0431392354611626,True,13
3,10,-1.8483444339726756,True,14
3,11,0.675616993646758,True,15
4,8,-0.34607303409405166,True,16
4,9,-2.625892136659932,True,17
4,10,2.676143827453294,True,18
4,11,2.073406743825779,True,19
5,8,1.0486549758731816,True,20
5,9,-1.1627037892235208,True,21
5,10,1.8362013642683772,True,22
5,11,1.8243004296321454,True,23
6,8,0.6404921095218006,True,24
6,9,0.31519129984966643,True,25
6,10,1.2382067987662515,True,26
6,11,-0.2974907706036167,True,27
7,8,1.580328181940084,True,28
7,9,-2.932032284495561,True,29
7,10,0.09458918076247369,True,30
7,11,0.19025960785825902,True,31
